product_id,quantity,wholesale_cost,sale_price,supplier_id
TDD7ZMUQ6BVW,4191,357.67,666.7,ZVQVWANC
5Q810NH5HVAD,3269,484.16,616.82,EDLOOHTK
K1KYGCDAJQAH,7024,398.08,603.89,LAMXTHZE
3RJTA7YOO9KC,615,26.85,44.87,QDAQXRXZ
P7PTPE49RYFT,3042,394.09,512.71,CGYSSCHR
DT0QLF4RQMTO,3249,382.22,458.66,QDAQXRXZ
0PFIYQ7JFZ9R,1371,117.64,177.28,WLJJEFNP
71NT0MEALR0H,4524,387.48,700.95,YIVQFZLU
10GYDGDZBZ6A,1087,34.73,61.68,JKQRHISX
QW1RXA82X2RG,5350,423.72,797.02,NWUAPMSW
5EOXSKMRN1AY,5076,378.3,423.32,ARBKBLYG
KTZO45WX8JYB,246,9.66,15.89,UYLRXCIV
JJ77NT01PAYW,2720,126.65,210.49,FREEBJJB
TNNTNA4DLVP5,6215,375.7,644.33,TANXPDQQ
6J8EO1IY32Z6,1038,45.05,70.73,FCZOBULH
VN05525PQDFE,2763,126.65,187.19,ZVQVWANC
ZZ9LRUD4IHXH,4809,415.55,585.09,QDAQXRXZ
T6WMUKOXW7H8,7200,404.76,714.4,DOOBGRTI
YFW0WFKZYTAY,6301,436.09,791.94,XBJKPDKC
EEO2HDYNEP7L,5123,431.95,558.08,WWILSOPV
6DPNMCIJZJBC,5726,383.54,535.04,BPFURQET
P3JON0726GD6,4803,408.79,471.74,KRSHWTGG
JLGM7L7JZ2DR,3511,395.42,471.74,TANXPDQQ
YT7BQP87LJ52,5222,445.82,668.73,EDLOOHTK
NW0HQDJ9JCVJ,7173,402.08,600.71,ARBKBLYG
R3PEYKVVX0I1,4315,404.76,478.83,GIBRUMBP
8X51QESZNSAP,3887,425.09,745.61,KVHNDYBZ
ORCO72YG3ZV8,5170,416.91,464.02,LAMXTHZE
WU836ZQAX79T,950,48.35,75.86,EBBQNKMM
IA5Q309GKNWI,4075,419.63,673.51,ZKUUKRBR
OZ6QQHG6FVN6,1176,126.65,211.0,EQXLGHHJ
C5KKCCIR3GQL,6345,407.45,664.96,ISJDSKXJ
8DL1GIOZSXFT,1935,143.72,250.65,KVHNDYBZ
8P8N7CS548E4,6030,402.08,648.15,RMSMOETA
K0LXD862BBGE,4502,419.63,537.13,ZXZRBVUV
SR86ZVBKJY95,249,12.08,19.28,ZVQVWANC
ERKZHWYX9ML8,3884,396.75,458.64,GDVLVXYD
J3FTBPN8PZWX,4821,380.92,446.06,UCBFAQDG
EU8HAXXP7VQ8,4491,441.64,816.15,GIBRUMBP
RUZLLS8VA9XV,2929,139.37,221.6,OCPOEZVE
QXWUS9XN29W3,6021,383.54,712.23,PQDCXBTE
TMCXE3EHEBIC,6512,461.28,663.78,FCZOBULH
X7TZ1KGXEPAK,451,40.27,68.18,KRSHWTGG
K9AMFDXM5LVK,5873,418.27,581.4,ONSMNAKU
W4COEBHV7ES9,4376,384.85,695.81,ZMRZDYHV
XD637TTQGWZM,3472,362.78,486.85,NVCVUSTT
GJO19URMC80T,5628,382.22,538.93,UXPYBZTF
MHMIGFFI8NP3,6770,388.8,695.56,NTENOERP
XFT2DQUQHNCF,5994,384.85,506.85,EWZUFAKC
RC7YNVA9OLWO,6297,454.23,731.76,IDGKAJJJ
JWCZHDM426MT,2148,102.74,154.32,GDVLVXYD
FQJPL3N3ZE4G,4081,362.78,518.41,FPFGSVTM
LUKQ1HQOCX3W,1278,118.45,173.77,NRAPQGHO
WRXYGYOOIC5D,6239,352.59,593.76,FREEBJJB
0X2PS8E0HZGW,5554,474.09,725.83,LAMXTHZE
2OL4VOWY5E72,1687,121.7,183.4,WLJJEFNP
5KNE487AHZLH,4126,400.75,700.11,VIIDPXME
TE9LRJ87XY43,4603,427.83,738.86,OCPOEZVE
KLZUA8XD63C6,5939,408.79,757.49,HUWQAVUH
KZIM2F7G95PO,2981,427.83,782.93,PQDCXBTE
A8T5Y6EHSHIG,4051,406.1,468.64,ARBKBLYG
E027KCJPNILO,443,31.86,37.05,LAMXTHZE
1ZIP2APMOCP3,5578,410.14,740.3,XBJKPDKC
79MCI2IZC6MM,7159,425.09,675.47,MFGBXQKF
4FBYN5STKFDS,101,3.43,5.63,FPFGSVTM
8DU4X76D95E9,5966,366.64,550.33,QDAQXRXZ
5JSX501G8POS,4204,373.1,560.4,TYOJTOMZ
XR0SP4LYEHFW,2948,123.34,223.99,VIIDPXME
N9XPDTAPI7WP,4716,419.63,579.93,RFTNQGSK
AVBWTUGM72W2,84,2.38,4.39,UCBFAQDG
XJ5R43Q52YFG,5774,420.99,799.88,ISJDSKXJ
MXVTW6LLG5R7,7207,408.79,581.3,KRSHWTGG
EN3VDSX76RY1,528,39.75,70.76,RMSMOETA
OCDFBLHQFKGI,5,0.27,0.32,ZXZRBVUV
L97G9MNDOUYY,1544,101.21,133.19,UCBFAQDG
PUP3G2TQA4SE,1730,135.08,218.15,VIIDPXME
9AJNS4OY71WQ,5882,425.09,654.64,CVECQIAM
W7T5YHU2JX0X,2162,129.16,190.51,CVECQIAM
0HUFOOKXT8WY,3136,429.2,585.0,EQXLGHHJ
XDCOT7O44JLJ,3187,327.62,548.11,GIBRUMBP
MH1Y1E9VYEK6,1288,113.64,195.8,TYOJTOMZ
I6BROMWMSYHC,5787,418.27,766.69,BPFURQET
363KKU3SXPL5,5121,398.08,580.0,MFUBGGQI
13JLIJ44ZVFZ,2034,98.95,146.84,GIBRUMBP
TXJLXFCU4297,1306,129.99,209.67,VIIDPXME
HX9RYT4BNBDR,1201,101.97,161.62,EBBQNKMM
HABYLTYYYRXC,5591,427.83,809.88,ZKUUKRBR
HP7HPYW2EH5Z,4260,404.76,611.59,EQXLGHHJ
JY5W6L4XHWSD,3333,437.48,511.41,UXPYBZTF
H520KPWN036B,6217,437.48,616.41,FCZOBULH
YJ3MUCNFR5HQ,5967,382.22,586.33,NCJCTCKB
N5AWTT6W9T7P,2270,124.99,146.49,EWZUFAKC
7A74E1VHCEFU,2176,151.69,253.17,UXPYBZTF
BO9F55E3WYYQ,2547,120.07,132.32,ZKUUKRBR
KLXB5L8QX97Z,3854,437.48,605.91,EKYLYNIF
S4CB0AZ61E8Z,626,32.33,38.54,FREEBJJB
C80D590CDN4C,3941,399.41,563.57,NTENOERP
10OIB5I9X5VC,284,9.37,10.62,NVCVUSTT
3MHBZR24EF1A,6409,420.99,662.64,GXAGGFBI
ZHHZPLDJUELY,6639,414.2,713.67,HFPVCJRL
6XN6MLTMRJ9B,6017,455.63,508.94,VCUMMSSB
055PFW9HEW9B,5620,412.84,680.77,NTENOERP
V1YJ22DZEIDR,1566,131.68,149.33,GRMSDYOC
7C5G93Y0MEDO,6557,404.76,605.93,HUWQAVUH
Z118DE16QAVI,1031,41.84,62.43,FREEBJJB
DXYV48POSHKW,3206,369.22,687.49,DBGUCAJE
H93D8HDTGZUX,3928,447.22,545.61,NVCVUSTT
0X8KR4OKXDC1,4773,373.1,625.69,RMSMOETA
0CN4WWRSSD4L,2219,127.48,197.98,CGYSSCHR
AP9OMK8MQ58Z,5054,379.61,614.21,NWUAPMSW
YVGLOKESN1FF,6936,382.22,694.11,LAMXTHZE
S4EQ9K336MH9,2444,116.04,166.52,TYOJTOMZ
4X08OFWIC9OT,5625,384.85,481.06,NWUAPMSW
0XVJOGOB1WTF,3247,370.51,553.91,ISJDSKXJ
O2EYCX814KYY,610,44.51,71.71,GIBRUMBP
QB4C2X13E50F,4704,407.45,722.82,PQDCXBTE
N5B8SQMMUUAX,1546,118.45,149.48,EQXLGHHJ
C458RJPXV970,2395,126.65,194.03,NVCVUSTT
YTA8D9UJED1E,2665,120.07,212.16,OCPOEZVE
KZTWBVNVK5H9,2564,129.16,169.07,UXPYBZTF
7D1BXN5LKFM9,4996,343.76,533.86,FREEBJJB
F5X6QU7A2V0Z,63,4.63,6.86,FNSAXLCG
FJA3F6HBM0TI,1420,112.85,145.8,MFUBGGQI
4P690150WX6A,4551,408.79,623.4,LAMXTHZE
FUK9DKU764ET,1111,114.44,192.49,VCUMMSSB
EHXTAKWOCBUB,3058,327.62,478.0,ONSMNAKU
I6XOVTT7NHIU,6924,386.16,570.74,GIBRUMBP
FT66XOZMUSOI,6601,419.63,677.7,GIBRUMBP
58XH9WND3QCI,4710,419.63,535.45,NTENOERP
WFD3JUM9Q0TZ,5894,414.2,654.02,CIMIXMVK
7HOUU5DIY3RL,6416,350.05,545.38,GRMSDYOC
YAP06H4TA013,1644,135.08,251.25,GRMSDYOC
GDYC5F8MY1O8,3853,378.3,426.72,NCJCTCKB
ZJ1K940OP8M1,2149,125.82,178.41,XBJKPDKC
FAX6VYHBBLJT,4524,466.96,555.68,TYOJTOMZ
4W7SCB0KDYAS,5263,370.51,436.09,OCPOEZVE
2OD6QWVK6VPH,3886,452.82,827.3,FCZOBULH
9JLH3LATPV0J,1108,146.36,263.3,DOOBGRTI
5J23PTLBBHR0,2456,109.69,132.72,UYLRXCIV
QP0EBWUAYT4H,1006,37.21,54.96,TYOJTOMZ
J6BXNPUKV1GR,364,9.37,10.87,PQDCXBTE
97L32RX9ILYH,6095,384.85,595.36,NWUAPMSW
NKOC4ZTG28NQ,3337,383.54,591.8,OCPOEZVE
309W7Z9T9J36,4399,373.1,607.41,ZXZRBVUV
J5O7B06D1A0H,3279,450.02,664.68,UXPYBZTF
5J0A002N8X0B,6400,406.1,727.73,MFGBXQKF
7E31IZ7LMK9U,1822,127.48,235.97,KRSHWTGG
LTKM22AXKLUX,22,1.36,2.13,GRMSDYOC
Z40HFKCUWDS4,56,3.06,3.58,ZVQVWANC
DID912ZK0ZQY,5599,430.58,575.69,NTENOERP
40KP5DNNA2NQ,5619,374.4,633.86,NCJCTCKB
56F8MB2U1FM4,92,3.24,6.05,UCBFAQDG
3E8NFYNB5314,5793,418.27,690.15,DOOBGRTI
4PV7QKN47FAJ,6546,445.82,837.7,CVECQIAM
YS9US5M4HU5S,1485,102.74,123.7,GRMSDYOC
XFXB0ZQREXPC,408,42.9,79.32,NRAPQGHO
B0MEIHZ925E7,5954,469.81,569.88,TANXPDQQ
PKGOJBF26YJI,2886,123.34,173.29,HFPVCJRL
VGKGOCQXK3IY,4814,429.2,496.16,PQDCXBTE
18OOJK5HDY3W,3959,465.54,721.59,NCJCTCKB
4AZHTFUCC8DB,2023,136.79,213.53,CIMIXMVK
3WZTZSJINPZH,256,9.66,15.97,EWZUFAKC
W2FJISKGXE3M,4400,394.09,684.14,PQDCXBTE
K3QXL5VBIYY3,5033,425.09,780.47,FCZOBULH
5S0M5QNFT43Y,4871,485.6,810.95,XBJKPDKC
7YQTTWKF3MPE,3896,388.8,496.11,UCBFAQDG
WMU4C2FCVM04,226,13.04,18.61,JKQRHISX
17KNO4O89KM4,6912,410.14,689.04,MFGBXQKF
6L7PQDTJYTYJ,5700,390.12,532.12,LAMXTHZE
BCSRDBO5U5SQ,1428,129.99,208.11,RMSMOETA
JE1PIUJRP80Y,1241,125.82,142.81,FCZOBULH
HTA6ZJ95Y2PE,1810,93.75,148.88,EWZUFAKC
Y97K9EL4FBR6,4977,419.63,548.04,ZVQVWANC
OK89Z3ACN4A0,5901,355.12,514.57,FNSAXLCG
T3ONLUR5SENH,4197,396.75,580.84,EQXLGHHJ
KK0WIWVL0AUJ,6636,400.75,464.47,EDLOOHTK
ALCPHWFOS15U,4765,395.42,722.43,HFPVCJRL
SZ26ANOYSSUL,6412,364.07,562.85,UCBFAQDG
QHSDU5M5V58L,7219,430.58,523.15,WLJJEFNP
NE51H8ONZBDO,1557,149.91,264.89,NRAPQGHO
HHI5CORBQ41E,2172,126.65,155.53,RFTNQGSK
ENMV3OE5D4NH,6458,374.4,669.8,EDLOOHTK
J4S66A4SUMWC,3379,403.42,581.73,ONSMNAKU
2LZHU94K6KT9,5305,412.84,564.35,NRAPQGHO
YYWM00IEZL4L,4443,415.55,469.57,BPFURQET
5L514IUIMKNE,510,41.84,67.03,ZEOUUSJW
5RBSJJ9LIJ5O,2296,144.6,262.3,WLJJEFNP
YGSO1QZ6S9KK,1892,121.7,203.36,ZKUUKRBR
JVRJLKJIDQZT,3034,414.2,711.18,EQXLGHHJ
2VRFJI2UHZJD,5353,457.04,668.65,EDLOOHTK
D085J0ALE09Y,7130,423.72,712.27,EDBLMFTH
GL9D2F7E8V1Q,2013,105.8,128.55,EDBLMFTH
EF1TPO0TXD2L,242,13.37,23.14,LAMXTHZE
ALFENKWPSUBL,3660,379.61,545.12,PQDCXBTE
YPZHUXHJ6103,5637,371.8,516.43,FREEBJJB
LUNCXXH1273E,5734,430.58,663.52,NRAPQGHO
DWGLCDG5Y2KD,2259,98.95,164.65,ZVQVWANC
QZXJTGJ8UEAQ,2606,111.27,207.41,NRAPQGHO
KC0SGXM6TPWO,2934,136.79,157.17,BPFURQET
W46NI0W5ORNY,5052,457.04,531.08,GDVLVXYD
KI6EEYSF6NBK,3564,407.45,490.57,GNIJYLAB
1RQWU2J0BB04,4805,445.82,590.71,DOOBGRTI
VBP19LP02XBT,934,31.86,43.62,HUWQAVUH
47BHUE35ANKG,941,43.97,66.75,FNSAXLCG
5YFJZF5GE5QU,2835,123.34,153.19,QDAQXRXZ
5YHAP843TX22,5918,386.16,495.44,WLJJEFNP
BGWWV65RX819,5698,426.46,529.66,EBBQNKMM
R6KZOK7R3OMW,578,46.69,65.74,GXAGGFBI
5SJY4TVSF9NJ,1900,141.98,202.75,UCBFAQDG
1XHZTH5KNTO1,2430,132.53,157.71,MFGBXQKF
W2CEIL8T687F,1283,110.48,173.9,YIVQFZLU
E7032842M9VX,5999,362.78,611.28,MFUBGGQI
RYR9T54EQKMH,2869,134.22,208.58,FREEBJJB
PJKYYWCHJL5B,3805,465.54,783.04,RFTNQGSK
6ORU61ML1VBR,2946,108.13,154.63,EWZUFAKC
EETBSW396YD1,6684,407.45,727.3,CNJNFNTK
67VR1QO5RG4Y,6365,377.0,639.02,ZKUUKRBR
I14VL465F83E,2901,116.04,184.04,FREEBJJB
ZF77EHD29X0E,1474,138.51,163.44,GIBRUMBP
OJ48NTTRRV1P,986,35.71,54.67,NBCKXSYD
VLRTT4IMV3TD,365,10.84,12.25,EQXLGHHJ
S5SZ7W5HRJRR,878,40.27,68.38,CIMIXMVK
2VU1CNDVGHB3,5726,403.42,726.96,ZVQVWANC
S1PAK0JSUGDK,1595,108.91,183.95,NWUAPMSW
AWG1Q7DKOG8A,3904,445.82,831.45,UCBFAQDG
RGK1JRN2G3FD,3930,406.1,624.99,OCPOEZVE
3VNV0KNA5CIE,1558,118.45,193.19,DOOBGRTI
6XC8G7HQ8N5A,6554,370.51,463.51,TYOJTOMZ
F2BRGW7RT3JU,2931,117.64,169.52,CIMIXMVK
84S2FFSPXVJF,1108,97.45,125.61,TYOJTOMZ
VSKS4FGIEV5K,568,38.22,50.49,WLJJEFNP
DE56QP2D5P9S,6681,415.55,734.69,LAMXTHZE
RKFWT3T9JQR1,2873,112.85,177.74,ISJDSKXJ
U0WJNC81LD1C,6910,418.27,764.18,GXAGGFBI
OCJOL951ZICM,2592,118.45,207.52,NTENOERP
ZJ45L2NLJ7YR,6400,419.63,739.81,ZMRZDYHV
76URSLXA4R5D,2370,124.99,168.36,NRAPQGHO
KNALDEITMEFO,3241,419.63,576.99,QDAQXRXZ
YI0YRKZBCQC0,1563,130.84,244.02,EBBQNKMM
287YPOXSBEPW,6730,407.45,473.46,EKYLYNIF
S59F21FVONAB,1289,138.51,194.88,STXXDNQZ
55Y1WNV7KGRJ,3349,422.35,505.55,CNJNFNTK
PXUEE4QF1HC8,5504,396.75,687.96,TANXPDQQ
LK5T9BH41U2L,5739,377.0,698.2,XBJKPDKC
NZBSZVSH4GA0,3407,436.09,592.65,FREEBJJB
7WPPG0QCMGEK,2028,111.27,124.73,EKYLYNIF
CWUND0TAT79T,4964,478.4,679.81,HFPVCJRL
KKCT5WVTG9ZC,4479,374.4,646.96,GIBRUMBP
DCCRBJVO0YEL,6244,347.53,420.51,NCJCTCKB
5F4R2T839JRI,5616,373.1,495.48,WLJJEFNP
HAU5QVV2O3HG,1158,148.13,183.98,ZEOUUSJW
IHNQWJNH2UNY,4451,374.4,615.89,KVHNDYBZ
6NTXFEUU8XOD,1975,143.72,212.56,BPFURQET
FMTD971BACLM,962,36.21,39.9,EKYLYNIF
SYLC7UH8VWWQ,3917,378.3,528.86,VIIDPXME
JGTIR02LGVEZ,2,0.21,0.35,EKYLYNIF
J0XG0MDFOYZA,690,42.9,65.12,NTENOERP
L7NM7GPRJKGD,6519,369.22,680.1,CNJNFNTK
P02JO3SG7G4Z,6727,365.35,545.47,OCPOEZVE
JQP0M66L58RR,5277,374.4,697.88,NBCKXSYD
4IOY1KL95W6U,6150,441.64,488.45,ONSMNAKU
C1DK2ZXWI061,2039,124.99,228.48,TYOJTOMZ
P0EBY61U7Y8V,4854,371.8,649.91,VIIDPXME
8K429RF2GZBR,1478,88.67,143.38,KVHNDYBZ
Y1IUGOI6A5KW,6582,380.92,542.05,UCBFAQDG
M4K0I3YHIQGB,6050,412.84,587.47,GIBRUMBP
TI3R3989Q51E,3717,362.78,588.07,CNJNFNTK
SHY6L7U75QWV,553,38.22,71.89,VIIDPXME
MNXHMFIYUTYX,4909,326.39,390.04,ARBKBLYG
OYKVO28UM08U,1236,106.58,194.83,TYOJTOMZ
WY8RA3AVTG1Y,625,38.73,67.74,EDBLMFTH
YO1HJEODTKLZ,1842,115.23,153.14,FREEBJJB
H314VHK7MAEQ,939,41.84,56.32,OCPOEZVE
1X7L9IJQP08K,5860,408.79,522.43,MFGBXQKF
V4932PDB1E2M,4857,433.33,507.43,IDGKAJJJ
Q77N40W0FI3W,2745,129.99,225.79,JKQRHISX
YKCNQJW7BPJF,6799,395.42,657.98,NBCKXSYD
YCK50LU8ET2W,1637,108.13,131.05,GRMSDYOC
6FYEWK61MFA1,1521,129.99,218.9,ZMRZDYHV
ZGQFK9UQ6Y3H,6689,408.79,613.18,CGYSSCHR
V888P0UZCA0I,1325,112.85,139.37,ZVQVWANC
P6BO0N2HJ2PQ,2988,386.16,679.64,NTENOERP
DZYVY9GVGO3A,6113,362.78,504.99,UXPYBZTF
W11K2XWUAHHE,5857,443.03,541.38,WLJJEFNP
43W57VAMOVNJ,7165,408.79,705.57,MFUBGGQI
XHODBTGPNE4Q,6074,377.0,662.77,RMSMOETA
Y45SAN2KVS7M,5819,387.48,486.29,JKQRHISX
H9B0MUAO2GJZ,3113,410.14,536.87,UYLRXCIV
C8XQ7Z3I2L44,1799,133.37,188.05,YIVQFZLU
J3DLHUGKVN1I,2648,132.53,160.63,RFTNQGSK
W3RCV4Q1WTO0,5427,383.54,537.72,RFTNQGSK
EP3CZ27KWWQ7,6330,457.04,665.91,ZMRZDYHV
WW4OM01HA2Y7,2646,112.85,153.7,FREEBJJB
NNL2DJCJ0M9I,6919,450.02,735.78,MFUBGGQI
KRLKC6RWNJFT,2886,113.64,185.57,GIIXLRCH
MV53V3NQ5VFM,3203,422.35,712.08,GDVLVXYD
8NOKZUTYR5A2,3087,382.22,429.62,FREEBJJB
FPMI93DEGNVP,2228,116.84,221.06,OCPOEZVE
7993GB8FQCDH,3452,394.09,474.48,NCJCTCKB
2B0QMITHLSEO,1411,132.53,181.43,ZXZRBVUV
3SFXKOY91I0K,4343,406.1,668.85,VIIDPXME
GMRUHGVS207Q,2976,130.84,175.06,CIMIXMVK
CFXRS13M87ED,2271,132.53,221.59,TANXPDQQ
DWXOWI9VEF34,5822,390.12,598.83,CIMIXMVK
K88R609SGVSZ,3184,414.2,492.07,GIIXLRCH
EDIEWC9IF4WY,4667,384.85,674.64,EBBQNKMM
E55N16GULET6,6257,419.63,784.29,DOOBGRTI
4ABYW96LG430,2899,122.52,212.33,GDVLVXYD
CH4DR08MGDX1,1404,126.65,159.2,NCJCTCKB
K3VDXU5BLZMX,3685,414.2,474.67,UYLRXCIV
E1VUQ2B4UV5D,1274,105.8,166.74,NTENOERP
RRLZJ8UI6B9I,394,9.37,13.94,RFTNQGSK
1ZT0ZK2ERJ1O,4585,348.79,436.34,NRAPQGHO
P11NHC7F5O6Z,7192,434.71,731.62,CIMIXMVK
0F8TKFOUBJN1,5988,398.08,708.98,FNSAXLCG
7I5P1A7UR9E0,5583,396.75,529.26,FPFGSVTM
B93YP5CWYCQ4,5358,403.42,643.86,RMSMOETA
22NA31YHKZAS,1748,115.23,207.41,EQXLGHHJ
RFL4CK2H15BB,408,34.73,45.25,DOOBGRTI
9KAE0SYOEHL8,4435,392.76,489.38,CVECQIAM
SB6HSLW1UZGS,6987,484.16,798.86,NBCKXSYD
BMNYTDKPM8YM,3636,384.85,460.67,EQXLGHHJ
MOIXZQXNK77M,4543,373.1,622.7,CGYSSCHR
PDWU71XZN6RG,1157,121.7,211.03,BPFURQET
0M0869B4QNYJ,558,38.73,54.8,HFPVCJRL
QSYU0BEMINEK,2403,133.37,220.46,GIBRUMBP
RAQ02X3G13CS,876,38.22,66.04,UCBFAQDG
8PYKKNX3V0LH,2168,131.68,198.84,EKYLYNIF
DTM2BVOVL98L,6976,345.02,603.78,TANXPDQQ
OAXW20SAMT21,2229,128.32,186.83,MFUBGGQI
12DFSJ4VFMER,3667,418.27,735.74,GRMSDYOC
AFT1R9FRMV0N,4727,410.14,623.41,ARBKBLYG
XVLL3O96SMIU,5003,373.1,667.1,NBCKXSYD
9GXU3I7S82BV,7190,403.42,597.47,NVCVUSTT
EQ0Z8AJRSWJT,74,2.38,2.74,UYLRXCIV
UH7RINSMOJMD,1135,133.37,220.59,TYOJTOMZ
E4D4CMB7VNR2,4315,441.64,834.7,CGYSSCHR
AEDHJYMOFJ0E,3930,398.08,731.27,YIVQFZLU
WYR4M5PVF8MJ,5798,440.25,700.0,UCBFAQDG
9LVA14WYDZSE,4184,383.54,698.81,VCUMMSSB
K7L1PP4BX4JK,4025,433.33,778.69,ZVQVWANC
VFW6U99A1XGH,5166,362.78,494.83,YIVQFZLU
G23FJ3XNHRQ1,7188,369.22,440.11,UYLRXCIV
6GOZ1P4WYNUI,5242,384.85,598.06,UXPYBZTF
3WH1XFS149UE,6887,383.54,635.14,UCBFAQDG
E1BSLLV02W14,1261,115.23,162.01,FNSAXLCG
5W620ZUIKWJM,3104,414.2,722.78,GNIJYLAB
VCCKV1ROEK08,6814,441.64,494.64,CNJNFNTK
9X4ZYCOKISVA,3066,419.63,735.61,EDBLMFTH
ZAASF09W6EL3,5048,469.81,575.99,GXAGGFBI
PMRIOTNMT1ED,5184,383.54,599.47,VCUMMSSB
6EY1XK89CYP4,2536,118.45,196.86,EQXLGHHJ
Z8J9P4O8XKWS,6987,379.61,435.41,UYLRXCIV
86MMLXG13AWN,5697,416.91,761.28,KRSHWTGG
PIMRED76F3KP,5715,407.45,528.06,CVECQIAM
PIUI4578G4AX,6069,462.7,874.5,GRMSDYOC
IO9N1CTU85ES,7176,402.08,612.37,KVHNDYBZ
5E1LIIGRG14P,6944,402.08,672.68,RFTNQGSK
IAHLNWKKPOCT,1813,118.45,151.26,BPFURQET
YO3Z794BWJKK,5485,373.1,621.21,DBGUCAJE
NJ5JUG4MAU3D,2535,153.49,228.85,BPFURQET
L115VQH7WBF3,5632,384.85,560.73,CGYSSCHR
1GAQH9O5UVTX,4862,438.86,690.77,UYLRXCIV
1XMQK1A3T2BW,1726,141.98,188.41,NRAPQGHO
I16R590NX52X,6838,412.84,532.98,UXPYBZTF
0A00RPS5QJUF,2008,129.16,215.31,UYLRXCIV
46HUBIKOSQYZ,3303,447.22,776.37,FPFGSVTM
FRGLE5PCXKYN,5337,448.62,832.19,QDAQXRXZ
G3WHPHPZML2H,3007,391.44,455.64,WLJJEFNP
8QORMAMWIMJE,1392,124.99,157.74,EDBLMFTH
729ZN6P0C1RV,2379,129.16,173.85,ZKUUKRBR
HL4VU0JMKC87,1562,118.45,142.26,TANXPDQQ
AUP6XCKDMYFJ,6407,382.22,546.19,PQDCXBTE
WDW8X34C98V0,1120,141.11,240.59,IDGKAJJJ
IO0EDXA8UOQJ,5750,391.44,439.98,UCBFAQDG
DALKN0D5WYWM,3276,400.75,572.67,GXAGGFBI
FC7SU0ZHWLDS,3382,390.12,723.67,EDLOOHTK
TL5CMAEBSG37,2839,118.45,154.7,WLJJEFNP
2ONDFV5EDVKJ,288,10.84,15.3,IDGKAJJJ
RV7N3QL7U9OB,4806,452.82,535.69,EKYLYNIF
B21GFMDX46S1,6281,414.2,711.18,CVECQIAM
KR6D274EPIHB,1176,124.99,190.73,WLJJEFNP
VKFA7Z7HLPOG,1246,139.37,179.65,GNIJYLAB
Z1FNQA7O3AFG,4304,364.07,520.98,NRAPQGHO
CNUGDEN99089,1564,117.64,178.34,VIIDPXME
YTBF4YU5MSS3,4348,403.42,694.69,UYLRXCIV
6CDV7JJV58PQ,2217,141.11,186.41,PQDCXBTE
N8SPA1AE8887,2598,124.99,172.49,IDGKAJJJ
ISQUC746DLUJ,5987,345.02,486.82,EKYLYNIF
AZD9P6EKGYG3,6211,448.62,545.52,ZEOUUSJW
5OZTS59ACG2J,4208,416.91,523.22,VCUMMSSB
MDXL648LT7B4,1189,109.69,167.94,DBGUCAJE
RZW32P63QLBX,987,42.37,68.17,KVHNDYBZ
Y0Q8S8X1V5MG,2287,121.7,182.67,EDLOOHTK
DBZB3H5II6GP,5100,388.8,714.23,ONSMNAKU
YZVHO5BTAFZ2,3614,419.63,641.19,KVHNDYBZ
CW3NLGQN6S4C,6045,423.72,736.0,ONSMNAKU
T45A89S61VSZ,5827,458.45,586.36,RFTNQGSK
ISOEYHPG3ADD,7104,462.7,748.65,JKQRHISX
UMS6ZVAGCI1F,4764,406.1,640.01,TANXPDQQ
32JEPQGWU10Y,4394,377.0,625.82,RFTNQGSK
KYML9OD1ZCV2,3482,416.91,645.38,WWILSOPV
4LRVZ36P7ISO,799,39.75,48.06,UYLRXCIV
ZOH42X0QZH46,1137,120.89,164.65,CNJNFNTK
L1MXWWQP64EP,5540,461.28,796.63,ZMRZDYHV
QQCN9KEU3ZJ5,4247,395.42,616.86,MFUBGGQI
8ITP4YB9OFMA,2465,110.48,184.06,PQDCXBTE
NXCLR63A4FWK,6091,380.92,604.52,CIMIXMVK
SR1CYPDMN0U0,4877,360.22,399.48,EDLOOHTK
RMQQU3X56RI7,4753,406.1,471.48,CVECQIAM
G2QWFGNGYVG1,1160,129.99,157.94,GDVLVXYD
SPHQ7FO9C5BL,1085,37.21,56.34,FREEBJJB
PJHGHYR3FTGW,6020,388.8,430.4,CNJNFNTK
JTS5BDICSB4B,634,42.37,61.14,TANXPDQQ
9I42E0LMF0NA,1284,94.49,147.97,ZMRZDYHV
CH1LQS52PZ5L,5758,380.92,555.0,EQXLGHHJ
L49Y14F7MIVL,1549,113.64,134.89,CVECQIAM
2DWCT4KXW0N3,4286,422.35,706.17,ZVQVWANC
SMPCXAV5RO9Q,2651,119.26,148.96,ZMRZDYHV
TEYZJQO1XLX5,1083,38.73,55.77,IDGKAJJJ
XQNPP9PHOM5J,4559,364.07,581.78,FREEBJJB
L13Z8JKXC75P,2443,111.27,145.21,CVECQIAM
LLX8TGSYIZ6C,1011,31.39,51.17,EDLOOHTK
PVXEV8ZGYOW9,3864,469.81,708.94,PQDCXBTE
YWBDANQYF92B,2877,141.11,243.56,NTENOERP
KFNQML3O6R76,619,42.9,80.39,EKYLYNIF
DXVJRDAIWJ1O,6804,422.35,497.11,ZKUUKRBR
LN29F4KLSSXH,1344,140.24,212.18,CGYSSCHR
9BTFPVZOCR5S,5080,346.27,621.55,ZEOUUSJW
0HHKQ5P08UKS,1320,166.3,184.59,UXPYBZTF
YNKWFY9EURQ1,5172,450.02,776.73,GIBRUMBP
K2NO27WEWYYE,4207,403.42,464.74,CIMIXMVK
